url,doc_id,title,audience,department,category,language,document_version,license_or_permission
https://admissions.vinuni.edu.vn/scholarship-and-financial-aid/undergraduate-programs/scholarships/,undergraduate-scholarship,Undergraduate Scholarship Opportunities,student,admissions,scholarship,en,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/sau-dai-hoc/hoc-bong/,graduate-scholarship,Graduate Scholarship Opportunities,student,admissions,scholarship,vi,not-stated,public-source
https://scholarships.vinuni.edu.vn/,masters-science-technology-scholarship,Science and Technology Scholarship for Master's Students,student,science-and-technology,scholarship,en,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/cu-nhan/,student-financial-aid,Student Financial Aid and Support,student,admissions,financial-aid,vi,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/sau-dai-hoc/,masters-scholarship,Master's Scholarship and Financial Support,student,admissions,scholarship,vi,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/cu-nhan/hoc-bong/,undergraduate-scholarship-page,Undergraduate Scholarship Program,student,admissions,scholarship,vi,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/sau-dai-hoc/hoc-bong/,graduate-scholarship-page,Graduate Scholarship Program,student,admissions,scholarship,vi,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/cu-nhan/,student-support-page,Student Support and Financial Aid,student,admissions,financial-aid,vi,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/sau-dai-hoc/,graduate-support-page,Graduate Support and Funding,student,admissions,financial-aid,vi,not-stated,public-source
https://scholarships.vinuni.edu.vn/,science-technology-scholarship,Science and Technology Scholarship,student,science-and-technology,scholarship,en,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/cu-nhan/hoc-bong/,undergraduate-scholarship-info,Undergraduate Scholarship Information,student,admissions,scholarship,vi,not-stated,public-source
https://admissions.vinuni.edu.vn/vi/hoc-bong-va-ho-tro-tai-chinh/sau-dai-hoc/hoc-bong/,graduate-scholarship-info,Graduate Scholarship Information,student,admissions,scholarship,vi,not-stated,public-source
https://scholarships.vinuni.edu.vn/,research-innovation-scholarship,Research and Innovation Scholarship,student,science-and-technology,scholarship,en,not-stated,public-source

,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
